id,Bestellnummer,Menge,EAN,Name,Variante,Kategorie,L3-EK (privat),Aufschlag Standard,Aufschlag Minimum,VK
CAT00571,"=""2402086""",,"=""4262481465938""",DotMod dotpod Max Tank Verdampfer - Ohne Coil,"=""smoke""",Pods,,25%,15%,
CAT00572,"=""2405167""",,"=""4262481465945""",DotMod dotpod Max Drip Tip,"=""black""",Pods,,25%,15%,
CAT00573,"=""1201606""",,"=""4262481465594""",Geekvape Sonder Q2 Pod Kit,"=""midnight-black""",Pods,,25%,15%,
CAT00574,"=""1201604""",,"=""4262481465624""",Geekvape Sonder Q2 Pod Kit,"=""ocean-blue""",Pods,,25%,15%,
CAT00575,"=""1201599""",,"=""4262481465679""",Geekvape Sonder Q2 Pod Kit,"=""mocha-gold""",Pods,,25%,15%,
CAT00576,"=""1201601""",,"=""4262481465631""",Geekvape Sonder Q2 Pod Kit,"=""burgundy-red""",Pods,,25%,15%,
CAT00577,"=""1201602""",,"=""4262481465648""",Geekvape Sonder Q2 Pod Kit,"=""olive-green""",Pods,,25%,15%,
CAT00578,"=""1201603""",,"=""4262481465617""",Geekvape Sonder Q2 Pod Kit,"=""misty-blue""",Pods,,25%,15%,
CAT00579,"=""1201600""",,"=""4262481465686""",Geekvape Sonder Q2 Pod Kit,"=""sakura-pink""",Pods,,25%,15%,
CAT00580,"=""1201598""",,"=""4262481465655""",Geekvape Sonder Q2 Pod Kit,"=""apricot-yellow""",Pods,,25%,15%,
CAT00581,"=""1201605""",,"=""4262481465662""",Geekvape Sonder Q2 Pod Kit,"=""metallic-purple""",Pods,,25%,15%,
CAT00582,"=""IVA101001""",,"=""5056796811844""",2x IVG Air Prefilled Pod - Blue Raspberry Ice,"=""20mg""",Pods,,25%,15%,
CAT00583,"=""IVA101002""",,"=""5056796811929""",2x IVG Air Prefilled Pod - Blue Sour Raspberry,"=""20mg""",Pods,,25%,15%,
CAT00584,"=""IVA101003""",,"=""5056796811868""",2x IVG Air Prefilled Pod - Classic Menthol,"=""20mg""",Pods,,25%,15%,
CAT00585,"=""IVA101004""",,"=""5056796811813""",2x IVG Air Prefilled Pod - Fizzy Cherry,"=""20mg""",Pods,,25%,15%,
CAT00586,"=""IVA101005""",,"=""5056796811967""",2x IVG Air Prefilled Pod - Fizzy Lemon,"=""20mg""",Pods,,25%,15%,
CAT00587,"=""IVA101006""",,"=""5056796811899""",2x IVG Air Prefilled Pod - Grape Ice,"=""20mg""",Pods,,25%,15%,
CAT00588,"=""IVA101007""",,"=""5056796811820""",2x IVG Air Prefilled Pod - Lemon Lime,"=""20mg""",Pods,,25%,15%,
CAT00589,"=""IVA101008""",,"=""5056796811905""",2x IVG Air Prefilled Pod - Peach Mango Ice,"=""20mg""",Pods,,25%,15%,
CAT00590,"=""IVA101009""",,"=""5056796811837""",2x IVG Air Prefilled Pod - Pineapple Ice,"=""20mg""",Pods,,25%,15%,
CAT00591,"=""IVA101010""",,"=""5056796812063""",2x IVG Air Prefilled Pod - Pineapple Passionfruit,"=""20mg""",Pods,,25%,15%,
CAT00592,"=""IVA101011""",,"=""5056796811875""",2x IVG Air Prefilled Pod - Strawberry Ice,"=""20mg""",Pods,,25%,15%,
CAT00593,"=""IVA101012""",,"=""5056796811936""",2x IVG Air Prefilled Pod - Strawberry Raspberry Ice,"=""20mg""",Pods,,25%,15%,
CAT00594,"=""IVA101013""",,"=""5056796811851""",2x IVG Air Prefilled Pod - Strawberry Watermelon,"=""20mg""",Pods,,25%,15%,
CAT00595,"=""IVA101014""",,"=""5056796812056""",2x IVG Air Prefilled Pod - Tropical Fruits,"=""20mg""",Pods,,25%,15%,
CAT00596,"=""IVA101015""",,"=""5056796811882""",2x IVG Air Prefilled Pod - Watermelon Ice,"=""20mg""",Pods,,25%,15%,
CAT00597,"=""10571001""",,"=""4262481463842""",Elfbar ELFX Refillable Kit,"=""silver""",ELFBAR,,25%,15%,
CAT00598,"=""10571002""",,"=""4262481463835""",Elfbar ELFX Refillable Kit,"=""black""",ELFBAR,,25%,15%,
CAT00599,"=""10571004""",,"=""4262481463866""",Elfbar ELFX Refillable Kit,"=""silver-blue""",ELFBAR,,25%,15%,
CAT00600,"=""10571003""",,"=""4262481463859""",Elfbar ELFX Refillable Kit,"=""dark-sea""",ELFBAR,,25%,15%,
CAT00601,"=""10571005""",,"=""4262481463873""",Elfbar ELFX Refillable Kit,"=""silver-pink""",ELFBAR,,25%,15%,
CAT00602,"=""FX1001001""",,"=""4262481463989""",Elfbar ELFX Refillable Kit (VE = 100Stk),"=""silver""",ELFBAR,,25%,15%,
CAT00603,"=""FX1001002""",,"=""4262519670778""",Elfbar ELFX Refillable Kit (VE = 100Stk),"=""black""",ELFBAR,,25%,15%,
CAT00604,"=""FX1001003""",,"=""4262481463996""",Elfbar ELFX Refillable Kit (VE = 100Stk),"=""dark-sea""",ELFBAR,,25%,15%,
CAT00605,"=""FX1001004""",,"=""4262481464009""",Elfbar ELFX Refillable Kit (VE = 100Stk),"=""silver-blue""",ELFBAR,,25%,15%,
CAT00606,"=""FX1001005""",,"=""4262481464016""",Elfbar ELFX Refillable Kit (VE = 100Stk),"=""silver-pink""",ELFBAR,,25%,15%,
CAT00607,"=""10631001""",,"=""4260705978530""",Golisi Medo Q Pod Kit,"=""black""",Pods,,25%,15%,
CAT00608,"=""10631002""",,"=""4260705978547""",Golisi Medo Q Pod Kit,"=""dark-blue""",Pods,,25%,15%,
CAT00609,"=""10631003""",,"=""4260705978554""",Golisi Medo Q Pod Kit,"=""pink""",Pods,,25%,15%,
CAT00610,"=""10632001""",,"=""4260705978707""",3x Golisi Medo Q Pod Tank Verdampfer - Top Fill,"=""0.6""",Pods,,25%,15%,
CAT00611,"=""10632002""",,"=""4260705978714""",3x Golisi Medo Q Pod Tank Verdampfer - Top Fill,"=""0.8""",Pods,,25%,15%,
CAT00612,"=""801625""",,"=""4262481465235""",Vaporesso XROS 4 Nano Pod Kit,"=""graphite-black""",Pods,,25%,15%,
CAT00613,"=""801632""",,"=""4262481465273""",Vaporesso XROS 4 Nano Pod Kit,"=""camouflage""",Pods,,25%,15%,
CAT00614,"=""801627""",,"=""4262481465266""",Vaporesso XROS 4 Nano Pod Kit,"=""aquamarine""",Pods,,25%,15%,
CAT00615,"=""801626""",,"=""4262481465242""",Vaporesso XROS 4 Nano Pod Kit,"=""titanium-silver""",Pods,,25%,15%,
CAT00616,"=""801628""",,"=""4262481465259""",Vaporesso XROS 4 Nano Pod Kit,"=""race-track""",Pods,,25%,15%,
CAT00617,"=""801629""",,"=""4262481465297""",Vaporesso XROS 4 Nano Pod Kit,"=""word-pop-blue""",Pods,,25%,15%,
CAT00618,"=""801630""",,"=""4262481465303""",Vaporesso XROS 4 Nano Pod Kit,"=""word-pop-yellow""",Pods,,25%,15%,
CAT00619,"=""801631""",,"=""4262481465280""",Vaporesso XROS 4 Nano Pod Kit,"=""twilight-purple""",Pods,,25%,15%,
CAT00620,"=""801667""",,"=""4262481467598""",Vaporesso XROS 4 Nano Pod Kit,"=""kong""",Pods,,25%,15%,
CAT00621,"=""301392""",,"=""4262481467420""",Eleaf iVeni Pod Kit,"=""black""",Pods,,25%,15%,
CAT00622,"=""301393""",,"=""4262481467437""",Eleaf iVeni Pod Kit,"=""gunmetal-grey""",Pods,,25%,15%,
CAT00623,"=""301394""",,"=""4262481467444""",Eleaf iVeni Pod Kit,"=""green-blue-gradient""",Pods,,25%,15%,
CAT00624,"=""301398""",,"=""4262481467475""",Eleaf iVeni SE Pod Kit,"=""black""",Pods,,25%,15%,
CAT00625,"=""301399""",,"=""4262481467482""",Eleaf iVeni SE Pod Kit,"=""silver-black""",Pods,,25%,15%,
CAT00626,"=""302163""",,"=""4262481467536""",4x Eleaf iVeni Pod Tank Verdampfer,"=""0.4""",Pods,,25%,15%,
CAT00627,"=""302164""",,"=""4262481467543""",4x Eleaf iVeni Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT00628,"=""302165""",,"=""4262481467550""",4x Eleaf iVeni Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT00629,"=""302168""",,"=""4262481467567""",4x Eleaf iVeni Pod Tank Verdampfer,"=""1.2""",Pods,,25%,15%,
CAT00630,"=""8101282""",,"=""4262481465044""",OXBAR Oxpod Elite Pod Kit,"=""grey""",Pods,,25%,15%,
CAT00631,"=""8101289""",,"=""4262481465068""",OXBAR Oxpod Elite Pod Kit,"=""shadow-blue""",Pods,,25%,15%,
CAT00632,"=""8101283""",,"=""4262481465013""",OXBAR Oxpod Elite Pod Kit,"=""black-carbon""",Pods,,25%,15%,
CAT00633,"=""8101291""",,"=""4262481465105""",OXBAR Oxpod Elite Pod Kit,"=""meteor-shower""",Pods,,25%,15%,
CAT00634,"=""8101285""",,"=""4262481465020""",OXBAR Oxpod Elite Pod Kit,"=""matte-gunmetal""",Pods,,25%,15%,
CAT00635,"=""8101286""",,"=""4262481465037""",OXBAR Oxpod Elite Pod Kit,"=""gold-black""",Pods,,25%,15%,
CAT00636,"=""8101284""",,"=""4262481465075""",OXBAR Oxpod Elite Pod Kit,"=""shadow-green""",Pods,,25%,15%,
CAT00637,"=""8101288""",,"=""4262481465051""",OXBAR Oxpod Elite Pod Kit,"=""shadow-brown""",Pods,,25%,15%,
CAT00638,"=""8101311""",,"=""4262481467017""",OXVA NeXlim Pod Kit,"=""dark-grey""",Pods,,25%,15%,
CAT00639,"=""8101319""",,"=""4262481467031""",OXVA NeXlim Pod Kit,"=""dark-brown""",Pods,,25%,15%,
CAT00640,"=""8101316""",,"=""4262481467055""",OXVA NeXlim Pod Kit,"=""starry-blue""",Pods,,25%,15%,
CAT00641,"=""8101315""",,"=""4262481467024""",OXVA NeXlim Pod Kit,"=""dark-blue""",Pods,,25%,15%,
CAT00642,"=""8101322""",,"=""4262481466997""",OXVA NeXlim Pod Kit,"=""black-gold""",Pods,,25%,15%,
CAT00643,"=""8101321""",,"=""4262481467079""",OXVA NeXlim Pod Kit,"=""rose-gold""",Pods,,25%,15%,
CAT00644,"=""8101318""",,"=""4262481467093""",OXVA NeXlim Pod Kit,"=""coral-orange""",Pods,,25%,15%,
CAT00645,"=""8101317""",,"=""4262481467062""",OXVA NeXlim Pod Kit,"=""pine-green""",Pods,,25%,15%,
CAT00646,"=""8101313""",,"=""4262481466980""",OXVA NeXlim Pod Kit,"=""black-warrior""",Pods,,25%,15%,
CAT00647,"=""8101312""",,"=""4262481467000""",OXVA NeXlim Pod Kit,"=""power-black""",Pods,,25%,15%,
CAT00648,"=""8101314""",,"=""4262481467048""",OXVA NeXlim Pod Kit,"=""glory-red""",Pods,,25%,15%,
CAT00649,"=""8101320""",,"=""4262481467086""",OXVA NeXlim Pod Kit,"=""pearl-pink""",Pods,,25%,15%,
CAT00650,"=""8101559""",,"=""4262519675896""",OXVA NeXlim Pod Kit,"=""terrain-black""",Pods,,25%,15%,
CAT00651,"=""8101560""",,"=""4262519675902""",OXVA NeXlim Pod Kit,"=""traction-black""",Pods,,25%,15%,
CAT00652,"=""8101561""",,"=""4262519675919""",OXVA NeXlim Pod Kit,"=""chequered-gray""",Pods,,25%,15%,
CAT00653,"=""8101562""",,"=""4262519675926""",OXVA NeXlim Pod Kit,"=""traction-grey""",Pods,,25%,15%,
CAT00654,"=""8101563""",,"=""4262519675933""",OXVA NeXlim Pod Kit,"=""chequered-green""",Pods,,25%,15%,
CAT00655,"=""81015604""",,"=""4262519675940""",OXVA NeXlim Pod Kit,"=""chequered-pink""",Pods,,25%,15%,
CAT00656,"=""8102085""",,"=""4262481467109""",3x OXVA NeXlim Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT00657,"=""8102086""",,"=""4262481467116""",3x OXVA NeXlim Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT00658,"=""8102087""",,"=""4262481467123""",3x OXVA NeXlim Pod Tank Verdampfer,"=""1.2""",Pods,,25%,15%,
CAT00659,"=""8101295""",,"=""4262481465709""",OXVA VPRIME Pod Kit,"=""black-carbon""",Pods,,25%,15%,
CAT00660,"=""8101296""",,"=""4262481465716""",OXVA VPRIME Pod Kit,"=""black-leather""",Pods,,25%,15%,
CAT00661,"=""8101298""",,"=""4262481465730""",OXVA VPRIME Pod Kit,"=""blue-leather""",Pods,,25%,15%,
CAT00662,"=""8101297""",,"=""4262481465723""",OXVA VPRIME Pod Kit,"=""brown-leather""",Pods,,25%,15%,
CAT00663,"=""8101302""",,"=""4262481465778""",OXVA VPRIME Pod Kit,"=""pink""",Pods,,25%,15%,
CAT00664,"=""8101299""",,"=""4262481465747""",OXVA VPRIME Pod Kit,"=""natural-green""",Pods,,25%,15%,
CAT00665,"=""8101300""",,"=""4262481465754""",OXVA VPRIME Pod Kit,"=""auroral-purple""",Pods,,25%,15%,
CAT00666,"=""8101301""",,"=""4262481465761""",OXVA VPRIME Pod Kit,"=""glorious-gold""",Pods,,25%,15%,
CAT00667,"=""8102081""",,"=""4262481466812""",3x OXVA Xlim EZ Pod Tank Verdampfer,"=""1.2""",Pods,,25%,15%,
CAT00668,"=""8102084""",,"=""4262481466782""",3x OXVA Xlim EZ Pod Tank Verdampfer,"=""0.4""",Pods,,25%,15%,
CAT00669,"=""8102083""",,"=""4262481466799""",3x OXVA Xlim EZ Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT00670,"=""8102082""",,"=""4262481466805""",3x OXVA Xlim EZ Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT00671,"=""1202281""",,"=""4262481466706""",2x GeekVape J Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT00672,"=""1202282""",,"=""4262481466713""",2x GeekVape J Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT00673,"=""1202283""",,"=""4262481466720""",2x GeekVape J Pod Tank Verdampfer,"=""1.2""",Pods,,25%,15%,
CAT00674,"=""2402082""",,"=""4262445573518""",2x DotMod dotPod Nano V3.1 Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT00675,"=""2402083""",,"=""4262445573501""",2x DotMod dotPod Nano V3.1 Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT00676,"=""2402084""",,"=""4262445573525""",2x DotMod dotPod Nano V3.1 Pod Tank Verdampfer,"=""1.0""",Pods,,25%,15%,
CAT00677,"=""2401131""",,"=""4262481466836""",DotMod dotPod Lite Kit - PC Version,"=""silver""",Pods,,25%,15%,
CAT00678,"=""2401132""",,"=""4262481466843""",DotMod dotPod Lite Kit - PC Version,"=""light-grey""",Pods,,25%,15%,
CAT00679,"=""2401133""",,"=""4262481466850""",DotMod dotPod Lite Kit - PC Version,"=""pearl-white""",Pods,,25%,15%,
CAT00680,"=""2401136""",,"=""4262481466874""",DotMod dotPod Lite Kit - Metall Version,"=""brass""",Pods,,25%,15%,
CAT00681,"=""2401135""",,"=""4262481466881""",DotMod dotPod Lite Kit - Metall Version,"=""bronze""",Pods,,25%,15%,
CAT00682,"=""2401137""",,"=""4260769635622""",DotMod dotPod Max Kit - Green Limited Edition,"=""green""",Pods,,25%,15%,
CAT00683,"=""10662002""",,"=""5056059570822""",2x RIOT SQUAD Connex Pod - Blackberry Mojito Ice,"=""20mg""",Pods,,25%,15%,
CAT00684,"=""10662006""",,"=""5056059564005""",2x RIOT SQUAD Connex Pod - Grape Ice,"=""20mg""",Pods,,25%,15%,
CAT00685,"=""10662007""",,"=""5056059564012""",2x RIOT SQUAD Connex Pod - Guava Passionfruit & Pineapple,"=""20mg""",Pods,,25%,15%,
CAT00686,"=""10662009""",,"=""5056059564043""",2x RIOT SQUAD Connex Pod - Pineapple Ice,"=""20mg""",Pods,,25%,15%,
CAT00687,"=""10662011""",,"=""5056059570846""",2x RIOT SQUAD Connex Pod - Sicilian Lemon & Lime Fizz,"=""20mg""",Pods,,25%,15%,
CAT00688,"=""10662012""",,"=""5056059564067""",2x RIOT SQUAD Connex Pod - Strawberry Blueberry Ice,"=""20mg""",Pods,,25%,15%,
CAT00689,"=""10662013""",,"=""5056059570839""",2x RIOT SQUAD Connex Pod - Strawberry Raspberry Cherry Ice,"=""20mg""",Pods,,25%,15%,
CAT00690,"=""10662014""",,"=""5056059564074""",2x RIOT SQUAD Connex Pod - Triple Mint,"=""20mg""",Pods,,25%,15%,
CAT00691,"=""2501746""",,"=""4262481467697""",Voopoo Argus Z2 Pod Kit,"=""mint-blue""",Pods,,25%,15%,
CAT00692,"=""2501753""",,"=""4262481467758""",Voopoo Argus Z2 Pod Kit,"=""rose-pink""",Pods,,25%,15%,
CAT00693,"=""2501749""",,"=""4262481467710""",Voopoo Argus Z2 Pod Kit,"=""moss-green""",Pods,,25%,15%,
CAT00694,"=""2501748""",,"=""4262481467703""",Voopoo Argus Z2 Pod Kit,"=""lake-blue""",Pods,,25%,15%,
CAT00695,"=""2501750""",,"=""4262481467741""",Voopoo Argus Z2 Pod Kit,"=""lavender""",Pods,,25%,15%,
CAT00696,"=""2501747""",,"=""4262481467680""",Voopoo Argus Z2 Pod Kit,"=""silk-black""",Pods,,25%,15%,
CAT00697,"=""2501751""",,"=""4262481467734""",Voopoo Argus Z2 Pod Kit,"=""sunlight-orange""",Pods,,25%,15%,
CAT00698,"=""2501752""",,"=""4262481467727""",Voopoo Argus Z2 Pod Kit,"=""shell-white""",Pods,,25%,15%,
CAT00699,"=""2502098""",,"=""4262445579978""",2x Voopoo VMATE Pod Tank Verdampfer - Top Fill,"=""0.4""",Pods,,25%,15%,
CAT00700,"=""2502099""",,"=""4262445579985""",2x Voopoo VMATE Pod Tank Verdampfer - Top Fill,"=""0.7""",Pods,,25%,15%,
CAT00701,"=""2502107""",,"=""4262481468175""",2x Voopoo VMATE Pod Tank Verdampfer - Top Fill,"=""1.0""",Pods,,25%,15%,
CAT00702,"=""2502108""",,"=""4262481468335""",2x Voopoo Vinci PnP X Pod Tank - DTL - Ohne Coil,,Pods,,25%,15%,
CAT00703,"=""ELC101002""",,"=""4262481467932""",Elfbar 600 Einweg E-Zigarette - Apple Peach (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT00704,"=""ELC101006""",,"=""4262481467949""",Elfbar 600 Einweg E-Zigarette - Blue Razz Lemonade (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT00705,"=""ELC101008""",,"=""4262481467956""",Elfbar 600 Einweg E-Zigarette - Blueberry Sour Raspberry (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT00706,"=""ELC101020""",,"=""4262481467963""",Elfbar 600 Einweg E-Zigarette - Grape (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT00707,"=""ELC101022""",,"=""4262481468021""",Elfbar 600 Einweg E-Zigarette - Kiwi Passion Fruit Guava (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT00708,"=""ELC101028""",,"=""4262481468038""",Elfbar 600 Einweg E-Zigarette - Menthol (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT00709,"=""ELC101030""",,"=""4262481467970""",Elfbar 600 Einweg E-Zigarette - Peach Ice (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT00710,"=""ELC101044""",,"=""4262481467987""",Elfbar 600 Einweg E-Zigarette - Strawberry Ice (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT00711,"=""ELC4001002""",,"=""4262481468045""",Elfbar 600 Einweg E-Zigarette - Apple Peach (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT00712,"=""ELC4001006""",,"=""4262481468052""",Elfbar 600 Einweg E-Zigarette - Blue Razz Lemonade (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT00713,"=""ELC4001008""",,"=""4262481468069""",Elfbar 600 Einweg E-Zigarette - Blueberry Sour Raspberry (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT00714,"=""ELC4001020""",,"=""4262481468076""",Elfbar 600 Einweg E-Zigarette - Grape (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT00715,"=""ELC4001022""",,"=""4262481468137""",Elfbar 600 Einweg E-Zigarette - Kiwi Passion Fruit Guava (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT00716,"=""ELC4001028""",,"=""4262481468144""",Elfbar 600 Einweg E-Zigarette - Menthol (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT00717,"=""ELC4001030""",,"=""4262481468083""",Elfbar 600 Einweg E-Zigarette - Peach Ice (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT00718,"=""ELC4001044""",,"=""4262481468090""",Elfbar 600 Einweg E-Zigarette - Strawberry Ice (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT00719,"=""10641001""",,"=""6932570146892""",Elfbar Elfa Master Basisgerät,"=""black-knight""",ELFBAR,,25%,15%,
CAT00720,"=""10641004""",,"=""6932570131799""",Elfbar Elfa Master Basisgerät,"=""glacier-blue""",ELFBAR,,25%,15%,
CAT00721,"=""10641002""",,"=""6932570131775""",Elfbar Elfa Master Basisgerät,"=""dark-cosmo""",ELFBAR,,25%,15%,
CAT00722,"=""10641003""",,"=""6932570131805""",Elfbar Elfa Master Basisgerät,"=""lunar-silver""",ELFBAR,,25%,15%,
CAT00723,"=""10641005""",,"=""6932570131782""",Elfbar Elfa Master Basisgerät,"=""dusty-pink""",ELFBAR,,25%,15%,
CAT00724,"=""EMA101001""",,"=""6932570146908""",Elfbar Elfa Master Basisgerät (VE = 10Stk),"=""black-knight""",ELFBAR,,25%,15%,
CAT00725,"=""EMA101002""",,"=""6932570131812""",Elfbar Elfa Master Basisgerät (VE = 10Stk),"=""dark-cosmo""",ELFBAR,,25%,15%,
CAT00726,"=""EMA101003""",,"=""6932570131843""",Elfbar Elfa Master Basisgerät (VE = 10Stk),"=""lunar-silver""",ELFBAR,,25%,15%,
CAT00727,"=""EMA101004""",,"=""6932570131836""",Elfbar Elfa Master Basisgerät (VE = 10Stk),"=""glacier-blue""",ELFBAR,,25%,15%,
CAT00728,"=""EMA101005""",,"=""6932570131829""",Elfbar Elfa Master Basisgerät (VE = 10Stk),"=""dusty-pink""",ELFBAR,,25%,15%,
CAT00729,"=""EMA4001001""",,"=""4262481467802""",Elfbar Elfa Master Basisgerät (VE = 200Stk),"=""black-knight""",ELFBAR,,25%,15%,
CAT00730,"=""EMA4001002""",,"=""4262481467765""",Elfbar Elfa Master Basisgerät (VE = 200Stk),"=""dark-cosmo""",ELFBAR,,25%,15%,
CAT00731,"=""EMA4001003""",,"=""4262481467796""",Elfbar Elfa Master Basisgerät (VE = 200Stk),"=""lunar-silver""",ELFBAR,,25%,15%,
CAT00732,"=""EMA4001004""",,"=""4262481467789""",Elfbar Elfa Master Basisgerät (VE = 200Stk),"=""glacier-blue""",ELFBAR,,25%,15%,
CAT00733,"=""EMA4001005""",,"=""4262481467772""",Elfbar Elfa Master Basisgerät (VE = 200Stk),"=""dusty-pink""",ELFBAR,,25%,15%,
CAT00734,"=""301426""",,"=""4262481460452""",Eleaf iCita SE Pod Kit,"=""carbon-fiber-black""",Pods,,25%,15%,
CAT00735,"=""301430""",,"=""4262519670037""",Eleaf iCita SE Pod Kit,"=""green""",Pods,,25%,15%,
CAT00736,"=""301431""",,"=""4262519670044""",Eleaf iCita SE Pod Kit,"=""gradient-green-purple""",Pods,,25%,15%,
CAT00737,"=""8102078""",,"=""4262481465785""",2x OXVA VPRIME Pod Tank Verdampfer,"=""0.2""",Pods,,25%,15%,
CAT00738,"=""8102079""",,"=""4262481465792""",2x OXVA VPRIME Pod Tank Verdampfer,"=""0.4""",Pods,,25%,15%,
CAT00739,"=""8102080""",,"=""4262481465808""",2x OXVA VPRIME Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT00740,"=""8102088""",,"=""4262519670327""",2x OXVA VPRIME Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT00741,"=""2502110""",,"=""4262519670297""",3x Voopoo Argus Pod  V2 Tank Verdampfer 3ml - Top Fill,"=""0.4""",Pods,,25%,15%,
CAT00742,"=""2502111""",,"=""4262519670303""",3x Voopoo Argus Pod  V2 Tank Verdampfer 3ml - Top Fill,"=""0.7""",Pods,,25%,15%,
CAT00743,"=""2502112""",,"=""4262519670310""",3x Voopoo Argus Pod  V2 Tank Verdampfer 3ml - Top Fill,"=""1.0""",Pods,,25%,15%,
CAT00744,"=""1201672""",,"=""4262481468885""",Geekvape S30 Pro Pod Kit,"=""blush-pink""",Pods,,25%,15%,
CAT00745,"=""1201669""",,"=""4262481468854""",Geekvape S30 Pro Pod Kit,"=""olive-green""",Pods,,25%,15%,
CAT00746,"=""1201670""",,"=""4262481468861""",Geekvape S30 Pro Pod Kit,"=""pearl-white""",Pods,,25%,15%,
CAT00747,"=""1201666""",,"=""4262481468762""",Geekvape S30 Pro Pod Kit,"=""urban-gray""",Pods,,25%,15%,
CAT00748,"=""1201667""",,"=""4262481468830""",Geekvape S30 Pro Pod Kit,"=""harbor-blue""",Pods,,25%,15%,
CAT00749,"=""1201668""",,"=""4262481468847""",Geekvape S30 Pro Pod Kit,"=""sands-beige""",Pods,,25%,15%,
CAT00750,"=""1201671""",,"=""4262481468878""",Geekvape S30 Pro Pod Kit,"=""mist-purple""",Pods,,25%,15%,
CAT00751,"=""1202295""",,"=""4262481468915""",2x GeekVape S30 Pod Tank Verdampfer - Boost Version,"=""1.0""",Pods,,25%,15%,
CAT00752,"=""ELFL10069""",,"=""4895261117033""",ELFBAR ELFLIQ Blackberry Ice Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT00753,"=""ELFL10070""",,"=""4895261116937""",ELFBAR ELFLIQ Blackberry Ice Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT00754,"=""ELFL10071""",,"=""4895261117040""",ELFBAR ELFLIQ Lemon Peach Passion Fruit Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT00755,"=""ELFL10073""",,"=""4895261117057""",ELFBAR ELFLIQ Menthol Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT00756,"=""ELFL10074""",,"=""4895261116951""",ELFBAR ELFLIQ Menthol Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT00757,"=""ELFL10075""",,"=""4895261117064""",ELFBAR ELFLIQ Mix Berries Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT00758,"=""ELFL10076""",,"=""4895261116968""",ELFBAR ELFLIQ Mix Berries Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT00759,"=""ELFL10077""",,"=""4895261117071""",ELFBAR ELFLIQ Tropical Fruit Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT00760,"=""ELFL10078""",,"=""4895261116975""",ELFBAR ELFLIQ Tropical Fruit Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT00761,"=""EFL101107""",,"=""4895261117088""",ELFBAR ELFLIQ Blackberry Ice Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT00762,"=""EFL101108""",,"=""4895261116982""",ELFBAR ELFLIQ Blackberry Ice Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT00763,"=""EFL101110""",,"=""4895261116999""",ELFBAR ELFLIQ Lemon Peach Passion Fruit Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
